casualty_id,vehicle_reference,casualty_class,sex_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
28895,2,2,2,4,3,0,0,1,0,0,9,2,6
28896,1,3,1,2,3,5,1,0,0,0,0,1,3
28897,1,1,2,8,3,0,0,0,0,0,9,3,7
28898,2,1,2,4,3,0,0,0,0,0,9,2,5
28899,2,2,1,4,3,0,0,1,0,0,9,2,3
28900,1,1,1,10,2,0,0,0,0,0,5,3,7
28901,1,1,2,9,3,0,0,0,0,0,9,1,7
28902,1,2,2,9,3,0,0,1,0,0,9,1,7
28903,1,1,1,7,3,0,0,0,0,0,9,3,7
28904,1,1,2,10,3,0,0,0,0,0,9,3,7
28905,1,1,1,9,3,0,0,0,0,0,20,3,7
28906,1,3,2,7,3,5,1,0,0,0,0,3,9
28907,1,3,1,7,3,5,1,0,0,0,0,3,9
28908,1,1,1,4,3,0,0,0,0,0,9,1,3
28909,2,1,2,6,3,0,0,0,0,0,9,2,7
28910,2,2,2,8,2,0,0,1,0,0,9,2,7
28911,3,1,2,8,3,0,0,0,0,0,9,3,8
28912,1,1,2,9,3,0,0,0,0,0,9,9,11
28913,1,1,1,8,3,0,0,0,0,0,19,2,3
28914,2,1,1,9,3,0,0,0,0,0,9,3,8
28915,1,2,1,2,3,0,0,1,0,0,9,1,10
28916,2,1,1,10,3,0,0,0,0,0,9,3,5
28917,1,1,1,11,2,0,0,0,0,0,9,1,6
28918,1,2,2,10,2,0,0,1,0,0,9,1,6
28919,1,1,1,5,3,0,0,0,0,0,9,3,8
28920,1,1,1,11,3,0,0,0,0,0,19,3,4
28921,2,1,1,5,3,0,0,0,0,0,9,3,5
28922,1,1,1,5,3,0,0,0,0,0,9,3,7
28923,1,1,1,8,3,0,0,0,0,0,8,1,5
28924,1,3,1,9,2,5,1,0,0,0,0,3,5
28925,1,1,1,8,2,0,0,0,0,0,9,1,3
28926,1,2,1,5,2,0,0,1,0,0,9,9,11
28927,2,1,2,4,3,0,0,0,0,0,9,3,5
28928,1,1,1,8,3,0,0,0,0,0,9,1,1
28929,1,3,1,4,3,6,9,0,0,0,0,1,2
28930,2,1,1,9,3,0,0,0,0,0,1,1,5
28931,1,3,1,4,3,8,9,0,0,0,0,1,4
28932,1,1,2,10,3,0,0,0,0,0,22,1,6
28933,2,1,1,7,3,0,0,0,0,0,1,1,8
28934,1,3,1,11,2,1,3,0,0,0,0,1,7
28935,1,1,2,6,3,0,0,0,0,0,9,1,10
28936,1,2,2,2,3,0,0,2,0,0,9,1,1
28937,1,1,1,4,3,0,0,0,0,0,2,1,3
28938,2,1,2,6,2,0,0,0,0,0,3,9,11
28939,1,1,1,6,3,0,0,0,0,0,9,1,4
28940,1,1,2,5,3,0,0,0,0,0,3,1,9
28941,1,2,1,4,2,0,0,2,0,0,9,2,9
28942,1,1,2,6,3,0,0,0,0,0,9,3,10
28943,2,1,1,8,3,0,0,0,0,0,1,1,4
28944,2,1,1,8,3,0,0,0,0,0,3,1,8
28945,2,1,2,6,3,0,0,0,0,0,9,2,6
28946,1,1,1,4,3,0,0,0,0,0,2,1,10
28947,2,1,2,7,3,0,0,0,0,0,9,1,7
28948,1,1,1,6,2,0,0,0,0,0,3,1,8
28949,1,1,2,10,3,0,0,0,0,0,9,1,8
28950,1,3,2,11,3,9,9,0,0,0,0,2,6
28951,1,1,1,5,3,0,0,0,0,0,9,1,7
28952,2,1,2,11,3,0,0,0,0,0,9,3,9
28953,1,1,1,10,3,0,0,0,0,0,9,1,8
28954,2,1,1,9,3,0,0,0,0,0,1,1,6
28955,2,1,2,7,3,0,0,0,0,0,9,1,4
28956,2,2,2,3,3,0,0,1,0,0,9,1,4
28957,1,1,1,6,2,0,0,0,0,0,5,1,10
28958,1,1,2,6,3,0,0,0,0,0,9,1,9
28959,1,1,1,11,3,0,0,0,0,0,1,1,9
28960,2,1,1,6,3,0,0,0,0,0,2,1,7
28961,2,1,1,8,2,0,0,0,0,0,1,1,9
28962,2,2,1,8,3,0,0,1,0,0,9,1,3
28963,1,1,2,6,3,0,0,0,0,0,9,9,11
28964,2,1,1,5,3,0,0,0,0,0,9,9,11
28965,1,3,1,3,2,5,2,0,0,0,0,9,11
28966,1,3,1,3,3,5,1,0,0,0,0,9,11
28967,2,1,2,8,3,0,0,0,0,0,9,9,11
28968,2,1,2,7,3,0,0,0,0,0,9,9,11
28969,1,1,2,6,3,0,0,0,0,0,9,9,11
28970,1,3,1,9,3,5,3,0,0,0,0,9,11
28971,1,1,1,8,3,0,0,0,0,0,9,9,11
28972,1,1,2,8,2,0,0,0,0,0,5,9,11
28973,2,1,1,8,2,0,0,0,0,0,1,9,11
28974,2,1,1,8,3,0,0,0,0,0,1,9,11
28975,2,1,1,6,3,0,0,0,0,0,1,9,11
28976,1,1,2,6,3,0,0,0,0,0,2,9,11
28977,1,3,1,5,3,1,1,0,0,0,0,9,11
28978,1,2,2,7,3,0,0,0,4,0,11,9,11
28979,1,2,2,9,3,0,0,1,0,0,9,1,2
28980,1,1,1,10,3,0,0,0,0,0,9,1,8
28981,1,3,1,3,2,5,1,0,0,0,0,1,1
28982,2,1,1,7,3,0,0,0,0,0,1,9,11
28983,1,1,1,4,3,0,0,0,0,0,9,1,1
28984,1,1,1,8,3,0,0,0,0,0,8,1,2
28985,2,1,2,6,3,0,0,0,0,0,1,1,6
28986,1,2,1,4,3,0,0,1,0,0,9,3,6
28987,1,1,1,8,3,0,0,0,0,0,9,1,4
28988,1,3,2,7,3,5,1,0,0,0,0,1,3
28989,1,1,1,3,3,0,0,0,0,0,1,1,4
28990,1,3,2,3,2,5,3,0,0,0,0,1,10
28991,1,1,1,6,3,0,0,0,0,0,9,9,11
28992,2,1,1,11,3,0,0,0,0,0,9,3,8
28993,2,2,2,11,2,0,0,1,0,0,9,3,8
28994,1,2,2,11,3,0,0,0,0,0,17,1,10
28995,2,1,1,11,3,0,0,0,0,0,9,1,10
28996,1,3,1,4,3,5,1,0,0,0,0,1,10
28997,1,3,2,11,3,4,1,0,0,0,0,1,1
28998,1,3,1,9,2,5,3,0,0,0,0,1,10
28999,1,1,2,5,3,0,0,0,0,0,9,9,11
29000,2,1,2,8,3,0,0,0,0,0,9,1,10
29001,2,1,2,10,3,0,0,0,0,0,1,1,10
29002,1,2,2,1,3,0,0,2,0,0,9,3,7
29003,3,1,1,6,3,0,0,0,0,0,19,3,8
29004,1,1,2,8,3,0,0,0,0,0,9,1,1
29005,2,1,2,6,3,0,0,0,0,0,9,1,11
29006,1,2,1,4,2,0,0,2,0,0,9,3,4
29007,1,1,1,5,3,0,0,0,0,0,9,3,5
29008,1,3,2,4,3,5,1,0,0,0,0,1,2
29009,1,3,2,4,3,1,1,0,0,0,0,1,9
29010,2,1,1,9,3,0,0,0,0,0,19,1,6
29011,2,2,2,9,3,0,0,0,0,0,19,1,6
29012,1,1,1,7,3,0,0,0,0,0,9,1,2
29013,2,1,1,10,3,0,0,0,0,0,9,3,7
29014,1,3,1,2,3,9,5,0,0,0,0,2,3
29015,2,2,1,5,3,0,0,0,0,0,19,3,8
29016,2,1,1,8,3,0,0,0,0,0,19,3,8
29017,2,2,1,3,3,0,0,0,0,0,19,3,8
29018,2,2,2,9,3,0,0,1,0,0,9,1,8
29019,1,2,1,4,2,0,0,1,0,0,9,3,9
29020,1,1,1,8,1,0,0,0,0,0,9,9,11
29021,2,1,1,6,3,0,0,0,0,0,9,1,4
29022,1,1,1,7,3,0,0,0,0,0,9,1,4
29023,1,2,2,7,3,0,0,1,0,0,9,1,4
29024,1,2,1,2,3,0,0,2,0,0,9,1,4
29025,1,2,2,3,3,0,0,2,0,0,9,1,4
29026,1,1,1,4,3,0,0,0,0,0,3,1,2
29027,2,1,2,9,3,0,0,0,0,0,9,1,5
29028,1,1,1,7,3,0,0,0,0,0,9,3,7
29029,1,1,1,10,3,0,0,0,0,0,9,1,3
29030,1,1,1,7,3,0,0,0,0,0,1,1,5
29031,1,3,2,9,3,6,5,0,0,0,0,1,4
29032,2,1,1,9,2,0,0,0,0,0,1,1,6
29033,2,1,1,7,3,0,0,0,0,0,8,1,8
29034,2,2,2,7,3,0,0,2,0,0,8,1,7
29035,2,2,2,8,3,0,0,2,0,0,8,1,3
29036,1,2,1,8,3,0,0,1,0,0,9,1,9
29037,1,2,2,8,3,0,0,2,0,0,9,1,9
29038,2,1,2,7,3,0,0,0,0,0,9,2,5
29039,2,2,2,3,3,0,0,2,0,0,9,2,5
29040,2,1,2,7,3,0,0,0,0,0,9,1,9
29041,2,2,2,8,3,0,0,1,0,0,9,1,9
29042,2,2,2,6,3,0,0,1,0,0,9,1,1
29043,1,1,2,5,3,0,0,0,0,0,9,1,1
29044,1,3,2,1,2,6,9,0,0,0,0,1,3
29045,1,1,1,9,1,0,0,0,0,0,9,3,9
29046,1,1,1,6,3,0,0,0,0,0,5,1,2
29047,2,1,1,9,3,0,0,0,0,0,9,1,4
29048,2,1,2,9,3,0,0,0,0,0,9,1,4
29049,1,1,1,4,2,0,0,0,0,0,4,1,2
29050,1,1,1,10,2,0,0,0,0,0,9,1,8
29051,2,1,2,8,3,0,0,0,0,0,9,1,8
29052,1,1,2,9,3,0,0,0,0,0,9,3,8
29053,2,1,1,7,2,0,0,0,0,0,19,1,8
29054,1,3,1,3,3,1,3,0,0,0,0,1,2
29055,1,3,1,3,3,5,1,0,0,0,0,1,6
29056,2,1,2,9,3,0,0,0,0,0,1,1,4
29057,3,1,2,6,3,0,0,0,0,0,9,1,9
29058,3,2,2,3,3,0,0,1,0,0,9,1,9
29059,1,1,1,6,1,0,0,0,0,0,21,1,1
29060,1,1,1,11,2,0,0,0,0,0,9,1,3
29061,2,1,1,7,3,0,0,0,0,0,9,1,3
29062,1,3,1,11,3,1,3,0,0,0,0,1,5
29063,1,1,2,7,3,0,0,0,0,0,9,3,7
29064,1,1,2,6,3,0,0,0,0,0,9,2,2
29065,1,2,1,6,3,0,0,1,0,0,9,2,2
29066,2,1,2,6,3,0,0,0,0,0,9,1,1
29067,1,3,2,10,2,8,3,0,0,0,0,1,4
29068,1,3,2,3,3,5,2,0,0,0,0,1,1
29069,1,2,1,8,3,0,0,0,4,0,11,1,3
29070,2,2,1,6,2,0,0,0,0,0,90,1,8
29071,2,1,1,6,3,0,0,0,0,0,90,1,5
29072,1,1,1,8,3,0,0,0,0,0,9,1,3
29073,2,1,2,8,3,0,0,0,0,0,9,1,3
29074,1,3,1,2,3,1,3,0,0,0,0,1,4
29075,1,1,1,6,3,0,0,0,0,0,9,1,2
29076,1,1,2,4,3,0,0,0,0,0,9,3,8
29077,1,2,2,4,2,0,0,1,0,0,9,2,6
29078,1,1,2,5,1,0,0,0,0,0,9,1,1
29079,1,2,1,5,3,0,0,1,0,0,9,1,2
29080,1,1,1,6,2,0,0,0,0,0,9,1,1
29081,2,1,1,8,3,0,0,0,0,0,1,1,4
29082,2,1,1,8,2,0,0,0,0,0,97,1,7
29083,2,1,2,6,3,0,0,0,0,0,9,3,5
29084,1,2,2,5,3,0,0,0,0,0,19,1,1
29085,2,1,1,6,3,0,0,0,0,0,9,1,2
29086,2,2,1,6,3,0,0,1,0,0,9,1,6
29087,1,3,2,3,2,5,1,0,0,0,0,1,3
29088,1,1,1,9,2,0,0,0,0,0,9,3,1
29089,2,1,1,6,3,0,0,0,0,0,1,1,10
29090,2,1,1,8,3,0,0,0,0,0,8,1,10
29091,2,2,2,6,3,0,0,2,0,0,8,1,10
29092,2,2,1,6,3,0,0,2,0,0,8,1,10
29093,2,1,2,8,3,0,0,0,0,0,9,1,4
29094,2,2,1,8,3,0,0,1,0,0,9,1,4
29095,1,1,1,7,3,0,0,0,0,0,9,9,11
29096,1,2,1,4,3,0,0,1,0,0,9,3,4
29097,2,1,2,5,3,0,0,0,0,0,9,3,6
29098,3,1,1,5,3,0,0,0,0,0,9,3,11
29099,3,2,2,5,3,0,0,1,0,0,9,3,11
29100,1,3,1,3,2,5,4,0,0,0,0,1,3
29101,1,3,1,9,2,5,3,0,0,0,0,1,9
29102,2,1,2,8,2,0,0,0,0,0,9,1,10
29103,1,1,1,9,3,0,0,0,0,0,19,1,1
29104,2,2,2,11,3,0,0,2,0,0,9,9,11
29105,3,1,1,6,3,0,0,0,0,0,9,9,11
29106,4,1,2,5,3,0,0,0,0,0,9,9,11
29107,1,1,1,9,2,0,0,0,0,0,4,9,11
29108,1,1,2,5,2,0,0,0,0,0,9,9,11
29109,1,1,1,8,3,0,0,0,0,0,9,9,11
29110,2,2,2,4,3,0,0,1,0,0,8,9,11
29111,2,2,2,4,3,0,0,2,0,0,8,9,11
29112,2,1,2,5,3,0,0,0,0,0,9,9,11
29113,2,1,2,9,1,0,0,0,0,0,9,9,11
29114,2,1,1,9,2,0,0,0,0,0,5,9,11
29115,1,1,1,4,3,0,0,0,0,0,9,9,11
29116,1,2,1,4,3,0,0,1,0,0,9,9,11
29117,1,2,2,4,3,0,0,2,0,0,9,9,11
29118,1,2,2,4,3,0,0,2,0,0,9,9,11
29119,1,2,1,4,3,0,0,2,0,0,9,9,11
29120,2,1,1,5,2,0,0,0,0,0,3,9,11
29121,1,1,1,8,3,0,0,0,0,0,21,9,11
29122,1,1,1,10,3,0,0,0,0,0,9,9,11
29123,2,1,1,10,3,0,0,0,0,0,17,9,11
29124,2,1,1,9,3,0,0,0,0,0,9,9,11
29125,2,2,2,10,3,0,0,1,0,0,9,9,11
29126,3,1,1,8,3,0,0,0,0,0,9,9,11
29127,3,2,2,5,3,0,0,1,0,0,9,9,11
29128,2,1,2,8,2,0,0,0,0,0,1,9,11
29129,1,3,2,10,3,5,9,0,0,0,0,9,11
29130,1,3,1,6,3,9,5,0,0,1,0,9,11
29131,1,3,2,3,2,5,2,0,0,0,0,9,11
29132,2,1,1,7,3,0,0,0,0,0,1,9,11
29133,1,3,2,3,2,1,3,0,0,0,0,9,11
29134,1,3,2,9,1,6,9,0,0,0,0,9,11
29135,2,1,1,8,3,0,0,0,0,0,1,9,11
29136,1,3,1,8,2,9,9,0,0,0,0,9,11
29137,1,1,1,5,1,0,0,0,0,0,3,9,11
29138,2,1,1,6,2,0,0,0,0,0,3,9,11
29139,2,1,1,3,3,0,0,0,0,0,1,9,11
29140,1,2,2,4,2,0,0,1,0,0,9,9,11
29141,2,1,2,9,2,0,0,0,0,0,1,9,11
29142,1,3,1,8,2,5,1,0,0,0,0,9,11
29143,1,1,2,11,3,0,0,0,0,0,9,9,11
29144,2,1,1,7,2,0,0,0,0,0,1,9,11
29145,1,3,2,11,3,6,9,0,0,0,0,9,11
29146,2,1,1,7,3,0,0,0,0,0,1,9,11
29147,1,1,1,7,3,0,0,0,0,0,9,9,11
29148,2,1,1,7,3,0,0,0,0,0,9,9,11
29149,1,1,2,6,3,0,0,0,0,0,3,9,11
29150,2,1,2,6,3,0,0,0,0,0,9,9,11
29151,2,1,1,8,3,0,0,0,0,0,1,9,11
29152,1,1,2,5,3,0,0,0,0,0,1,1,10
29153,1,1,1,6,3,0,0,0,0,0,9,1,10
29154,1,2,2,6,3,0,0,0,4,0,11,1,6
29155,1,3,1,6,3,9,9,0,0,0,0,1,1
29156,1,3,2,2,3,1,3,0,0,0,0,1,3
29157,1,1,2,8,2,0,0,0,0,0,9,2,3
29158,1,3,1,9,3,5,3,0,0,0,0,1,2
29159,1,2,2,5,2,0,0,2,0,0,9,1,1
29160,1,2,1,3,3,0,0,2,0,0,9,2,8
29161,1,2,2,5,3,0,0,1,0,0,9,2,8
29162,1,2,1,4,2,0,0,2,0,0,9,3,4
29163,1,3,2,7,3,6,9,0,0,0,0,1,1
29164,1,1,2,8,2,0,0,0,0,0,9,2,5
29165,1,3,2,4,3,4,4,0,0,0,0,1,2
29166,1,1,2,5,3,0,0,0,0,0,9,1,2
29167,2,1,1,7,3,0,0,0,0,0,9,1,6
29168,2,2,1,6,3,0,0,1,0,0,9,1,3
29169,2,1,2,6,3,0,0,0,0,0,9,3,4
29170,1,1,1,10,3,0,0,0,0,0,9,3,5
29171,1,2,2,7,3,0,0,1,0,0,9,3,5
29172,1,1,1,10,3,0,0,0,0,0,21,1,2
29173,1,2,1,7,3,0,0,0,0,0,21,1,1
29174,1,1,2,8,2,0,0,0,0,0,9,1,10
29175,1,2,2,7,3,0,0,1,0,0,9,9,11
29176,1,2,1,7,3,0,0,2,0,0,9,9,11
29177,2,1,2,9,2,0,0,0,0,0,9,1,4
29178,1,1,1,9,2,0,0,0,0,0,9,2,5
29179,1,1,1,4,3,0,0,0,0,0,1,1,2
29180,2,1,1,7,3,0,0,0,0,0,1,1,10
29181,1,1,1,10,2,0,0,0,0,0,9,3,8
29182,1,2,2,10,2,0,0,1,0,0,9,3,8
29183,1,1,2,4,3,0,0,0,0,0,9,1,4
29184,1,2,2,4,3,0,0,1,0,0,9,3,3
29185,2,1,1,4,3,0,0,0,0,0,97,1,6
29186,3,1,2,7,3,0,0,0,0,0,9,1,6
29187,4,1,2,6,3,0,0,0,0,0,9,1,2
29188,1,3,1,7,3,3,1,0,0,0,0,1,1
29189,1,1,1,7,3,0,0,0,0,0,19,1,2
29190,2,1,1,7,3,0,0,0,0,0,19,2,2
29191,1,1,1,7,2,0,0,0,0,0,9,9,11
29192,1,3,1,7,1,9,8,0,0,0,0,1,6
29193,1,1,1,4,3,0,0,0,0,0,3,1,1
29194,2,1,1,5,3,0,0,0,0,0,1,1,3
29195,2,1,2,6,3,0,0,0,0,0,9,1,4
29196,2,1,1,7,2,0,0,0,0,0,9,1,5
29197,1,2,1,6,3,0,0,1,0,0,9,3,6
29198,1,1,2,6,2,0,0,0,0,0,9,9,11
29199,1,1,1,9,3,0,0,0,0,0,9,2,5
29200,2,1,1,5,3,0,0,0,0,0,9,1,9
29201,1,1,1,9,1,0,0,0,0,0,9,2,4
29202,1,1,2,4,3,0,0,0,0,0,9,1,4
29203,1,1,1,6,3,0,0,0,0,0,19,2,4
29204,2,1,2,7,2,0,0,0,0,0,9,2,8
29205,1,1,2,11,2,0,0,0,0,0,9,3,6
29206,2,1,1,9,2,0,0,0,0,0,9,3,4
29207,1,1,1,4,3,0,0,0,0,0,9,1,2
29208,1,1,1,10,3,0,0,0,0,0,9,1,2
29209,2,2,1,8,3,0,0,0,0,0,20,1,2
29210,2,1,1,8,3,0,0,0,0,0,20,2,5
29211,2,2,2,7,3,0,0,1,0,0,9,1,1
29212,1,1,1,8,3,0,0,0,0,0,19,3,5
29213,1,1,1,7,3,0,0,0,0,0,9,1,5
29214,1,1,1,6,2,0,0,0,0,0,9,1,8
29215,2,1,1,11,2,0,0,0,0,0,9,3,7
29216,2,2,2,11,3,0,0,1,0,0,9,1,5
29217,1,1,1,6,3,0,0,0,0,0,9,1,1
29218,1,1,1,10,3,0,0,0,0,0,9,2,4
29219,1,1,2,5,3,0,0,0,0,0,9,3,5
29220,2,1,1,7,3,0,0,0,0,0,19,1,2
29221,1,1,1,9,3,0,0,0,0,0,9,3,4
29222,1,1,2,9,2,0,0,0,0,0,9,2,5
29223,2,1,2,7,3,0,0,0,0,0,9,2,11
29224,1,1,1,9,3,0,0,0,0,0,9,3,6
29225,1,1,1,4,3,0,0,0,0,0,3,2,3
29226,1,3,2,4,3,1,3,0,0,0,0,1,4
29227,2,1,1,7,3,0,0,0,0,0,9,1,5
29228,1,1,1,7,3,0,0,0,0,0,19,1,6
29229,2,1,1,7,3,0,0,0,0,0,17,3,6
29230,2,1,1,11,3,0,0,0,0,0,5,1,5
29231,2,1,2,7,3,0,0,0,0,0,9,3,7
29232,2,2,2,1,3,0,0,9,0,0,9,9,11
29233,1,1,1,4,3,0,0,0,0,0,9,1,3
29234,1,2,1,4,3,0,0,1,0,0,9,1,4
29235,1,2,1,8,3,0,0,1,0,0,9,1,3
29236,2,1,2,7,3,0,0,0,0,0,1,3,3
29237,1,1,2,4,3,0,0,0,0,0,9,2,5
29238,1,1,1,7,3,0,0,0,0,0,5,1,1
29239,1,1,1,6,3,0,0,0,0,0,3,2,4
29240,1,1,2,8,2,0,0,0,0,0,9,1,5
29241,1,1,2,7,3,0,0,0,0,0,9,3,7
29242,2,1,1,5,3,0,0,0,0,0,19,2,8
29243,2,1,2,6,3,0,0,0,0,0,9,1,6
29244,1,1,2,9,3,0,0,0,0,0,9,2,8
29245,2,1,2,8,3,0,0,0,0,0,9,1,4
29246,1,3,1,7,2,6,8,0,0,2,0,2,5
29247,1,1,2,4,2,0,0,0,0,0,3,1,1
29248,1,3,2,11,1,5,3,0,0,0,0,3,5
29249,1,1,2,10,3,0,0,0,0,0,9,3,3
29250,2,1,2,10,3,0,0,0,0,0,9,1,1
29251,1,1,2,11,2,0,0,0,0,0,22,2,5
29252,1,3,2,9,3,9,9,0,0,2,0,2,6
29253,1,3,1,11,3,6,9,0,0,2,0,1,6
29254,1,3,2,10,2,6,9,0,0,2,0,1,6
29255,2,1,2,8,3,0,0,0,0,0,9,1,1
29256,1,3,2,10,2,8,3,0,0,0,0,1,4
29257,1,2,1,4,3,0,0,1,0,0,9,1,3
29258,2,1,2,6,3,0,0,0,0,0,9,3,3
29259,1,1,1,8,3,0,0,0,0,0,9,1,2
29260,2,1,1,9,2,0,0,0,0,0,9,1,4
29261,1,1,1,8,3,0,0,0,0,0,1,2,6
29262,1,3,1,3,2,5,1,0,0,0,0,3,6
29263,1,1,1,6,3,0,0,0,0,0,9,3,6
29264,2,1,1,7,2,0,0,0,0,0,1,1,7
29265,1,1,1,6,3,0,0,0,0,0,9,2,4
29266,1,3,2,9,2,1,3,0,0,0,0,1,2
29267,1,1,1,4,2,0,0,0,0,0,9,9,11
29268,1,2,1,3,2,0,0,1,0,0,9,1,4
29269,1,1,1,6,3,0,0,0,0,0,9,1,3
29270,2,1,1,4,1,0,0,0,0,0,9,1,2
29271,3,1,1,6,3,0,0,0,0,0,9,1,2
29272,1,3,1,8,3,5,1,0,0,0,0,1,3
29273,1,1,1,7,3,0,0,0,0,0,19,9,11
29274,2,2,2,6,3,0,0,2,0,0,9,1,3
29275,2,2,2,6,3,0,0,1,0,0,9,1,3
29276,1,2,1,4,3,0,0,1,0,0,9,1,5
29277,1,2,2,4,3,0,0,2,0,0,9,1,4
29278,1,1,2,6,3,0,0,0,0,0,9,1,5
29279,1,1,1,8,3,0,0,0,0,0,3,1,5
29280,3,1,2,7,3,0,0,0,0,0,9,1,3
29281,1,3,1,10,3,1,3,0,0,0,0,1,6
29282,1,1,2,8,3,0,0,0,0,0,9,1,9
29283,1,3,1,7,3,10,9,0,0,0,0,1,2
29284,1,2,2,7,3,0,0,1,0,0,9,1,5
29285,2,1,2,8,3,0,0,0,0,0,9,1,7
29286,2,1,1,6,3,0,0,0,0,0,3,1,2
29287,1,1,1,6,3,0,0,0,0,0,3,1,2
29288,1,3,2,8,3,5,2,0,0,0,0,1,3
29289,1,1,1,7,3,0,0,0,0,0,3,1,7
29290,3,1,1,9,3,0,0,0,0,0,9,1,4
29291,2,1,2,6,3,0,0,0,0,0,9,1,7
29292,1,1,2,4,3,0,0,0,0,0,9,1,3
29293,1,1,1,7,3,0,0,0,0,0,9,1,2
29294,1,1,2,7,3,0,0,0,0,0,1,1,3
29295,1,1,1,9,2,0,0,0,0,0,9,1,6
29296,2,3,9,7,3,9,5,0,0,0,0,1,1
29297,1,1,1,6,3,0,0,0,0,0,3,1,2
29298,1,2,2,4,2,0,0,0,0,0,3,1,5
29299,1,3,2,6,3,1,1,0,0,0,0,1,3
29300,1,3,2,6,3,1,1,0,0,0,0,1,3
29301,1,1,1,5,3,0,0,0,0,0,3,1,2
29302,1,2,2,8,3,0,0,2,0,0,9,1,2
29303,1,1,1,5,3,0,0,0,0,0,3,1,7
29304,1,1,2,7,3,0,0,0,0,0,9,1,3
29305,1,1,2,6,3,0,0,0,0,0,3,1,3
29306,2,1,1,7,2,0,0,0,0,0,1,1,5
29307,1,3,1,3,3,4,1,0,0,0,0,1,8
29308,1,1,1,7,3,0,0,0,0,0,3,1,3
29309,1,3,1,5,2,10,9,0,0,0,0,1,1
29310,1,1,1,6,3,0,0,0,0,0,9,1,6
29311,1,1,1,6,2,0,0,0,0,0,3,1,10
29312,1,1,1,8,3,0,0,0,0,0,3,1,3
29313,1,1,1,11,3,0,0,0,0,0,9,1,10
29314,2,1,1,5,2,0,0,0,0,0,3,1,2
29315,1,3,1,4,3,5,3,0,0,0,0,1,8
29316,1,1,1,6,3,0,0,0,0,0,9,1,3
29317,1,1,1,4,3,0,0,0,0,0,9,1,2
29318,1,3,2,5,3,6,9,0,0,0,0,1,3
29319,1,1,1,7,3,0,0,0,0,0,9,1,3
29320,1,3,1,6,3,10,9,0,0,0,0,1,2
29321,1,1,1,7,3,0,0,0,0,0,9,9,11
29322,1,1,2,7,3,0,0,0,0,0,2,1,2
29323,1,3,1,4,3,1,9,0,0,0,0,1,2
29324,1,2,2,11,3,0,0,0,3,0,11,1,9
29325,1,3,2,10,2,5,1,0,0,0,0,1,2
29326,1,1,1,7,3,0,0,0,0,0,1,1,7
29327,1,1,1,6,3,0,0,0,0,0,3,1,2
29328,1,1,1,6,3,0,0,0,0,0,3,1,4
29329,1,1,2,6,3,0,0,0,0,0,9,1,5
29330,2,2,1,2,3,0,0,2,0,0,9,9,11
29331,1,1,1,6,3,0,0,0,0,0,1,1,8
29332,1,1,2,8,3,0,0,0,0,0,9,1,8
29333,1,2,1,7,3,0,0,1,0,0,9,1,2
29334,1,1,1,6,3,0,0,0,0,0,3,1,4
29335,2,1,1,4,3,0,0,0,0,0,1,1,8
29336,1,2,1,9,3,0,0,0,3,0,11,1,3
29337,1,1,1,7,2,0,0,0,0,0,4,1,4
29338,2,1,1,6,3,0,0,0,0,0,1,9,11
29339,1,3,2,5,2,5,9,0,0,0,0,1,3
29340,1,1,1,7,3,0,0,0,0,0,1,1,5
29341,1,2,1,11,3,0,0,0,3,0,11,1,2
29342,1,3,2,6,3,5,1,0,0,0,0,1,2
29343,2,2,2,10,3,0,0,0,4,0,11,1,1
29344,1,3,1,5,3,5,2,0,0,0,0,9,11
29345,1,1,1,7,2,0,0,0,0,0,5,1,2
29346,2,1,1,8,3,0,0,0,0,0,3,9,11
29347,1,1,1,5,3,0,0,0,0,0,1,1,5
29348,1,3,1,5,3,9,9,0,0,0,0,1,5
29349,1,1,1,6,3,0,0,0,0,0,9,1,2
29350,1,2,1,8,3,0,0,0,1,0,11,1,3
29351,1,1,1,7,3,0,0,0,0,0,1,1,3
29352,1,1,1,5,3,0,0,0,0,0,9,1,7
29353,2,1,2,7,3,0,0,0,0,0,1,1,8
29354,1,1,1,8,3,0,0,0,0,0,9,2,10
29355,1,2,2,7,3,0,0,1,0,0,9,1,11
29356,1,1,1,6,3,0,0,0,0,0,3,1,11
29357,1,2,2,5,3,0,0,2,0,0,9,1,4
29358,1,1,2,10,3,0,0,0,0,0,9,1,5
29359,2,1,1,8,3,0,0,0,0,0,9,1,3
29360,1,3,2,10,3,1,9,0,0,0,0,1,3
29361,1,3,1,1,3,5,1,0,0,0,0,1,6
29362,1,3,1,8,3,5,1,0,0,0,0,1,2
29363,1,1,1,6,3,0,0,0,0,0,3,1,5
29364,1,1,1,5,3,0,0,0,0,0,9,1,3
29365,1,2,1,7,3,0,0,1,0,0,9,1,9
29366,2,1,1,8,3,0,0,0,0,0,9,1,9
29367,2,2,2,1,3,0,0,2,0,0,9,1,9
29368,2,1,1,6,3,0,0,0,0,0,90,1,2
29369,1,1,1,7,3,0,0,0,0,0,1,1,7
29370,2,1,1,7,3,0,0,0,0,0,9,1,4
29371,4,1,1,7,3,0,0,0,0,0,19,1,3
29372,1,3,1,6,2,1,9,0,0,0,0,1,9
