casualty_id,vehicle_reference,casualty_class,sex_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
1,2,1,2,8,3,0,0,0,0,0,9,1,9
2,1,1,1,6,3,0,0,0,0,0,9,1,2
3,1,1,2,9,3,0,0,0,0,0,9,1,10
4,2,1,2,11,3,0,0,0,0,0,9,2,10
5,3,1,1,9,3,0,0,0,0,0,9,3,7
6,4,1,1,8,3,0,0,0,0,0,9,1,9
7,4,2,1,8,3,0,0,2,0,0,9,9,11
8,4,2,1,4,3,0,0,2,0,0,9,9,11
9,2,1,1,10,2,0,0,0,0,0,1,3,5
10,1,1,1,8,3,0,0,0,0,0,9,1,8
11,2,1,1,8,2,0,0,0,0,0,1,1,3
12,1,3,1,11,3,5,2,0,0,0,0,1,10
13,1,1,1,3,3,0,0,0,0,0,1,1,8
14,1,2,2,8,3,0,0,1,0,0,9,1,4
15,1,1,1,8,2,0,0,0,0,0,9,1,3
16,2,1,2,6,3,0,0,0,0,0,9,1,1
17,2,1,1,7,3,0,0,0,0,0,1,1,4
18,1,1,1,6,3,0,0,0,0,0,20,1,7
19,2,1,1,8,2,0,0,0,0,0,20,3,8
20,1,1,1,7,3,0,0,0,0,0,9,1,10
21,1,1,2,8,3,0,0,0,0,0,9,1,2
22,1,1,1,7,3,0,0,0,0,0,9,9,11
23,2,1,1,6,2,0,0,0,0,0,1,1,8
24,2,1,1,9,3,0,0,0,0,0,1,1,10
25,2,1,2,6,3,0,0,0,0,0,9,1,1
26,2,2,2,6,3,0,0,1,0,0,9,1,3
27,2,2,2,2,3,0,0,2,0,0,9,1,3
28,1,1,1,4,3,0,0,0,0,0,2,1,10
29,1,3,1,5,3,10,9,0,0,0,0,9,11
30,1,1,1,4,3,0,0,0,0,0,9,3,5
31,1,2,1,4,3,0,0,1,0,0,9,3,5
32,1,1,1,9,3,0,0,0,0,0,9,1,3
33,2,2,2,11,3,0,0,1,0,0,9,1,3
34,1,1,1,6,3,0,0,0,0,0,9,1,2
35,3,2,2,4,2,0,0,9,0,0,9,1,1
36,1,3,1,3,3,9,8,0,0,0,0,1,5
37,2,1,1,6,2,0,0,0,0,0,1,9,11
38,1,2,1,4,3,0,0,1,0,0,9,1,1
39,3,1,2,6,3,0,0,0,0,0,9,1,8
40,4,1,2,6,2,0,0,0,0,0,9,2,8
41,2,1,1,9,3,0,0,0,0,0,9,1,7
42,1,1,2,4,2,0,0,0,0,0,9,2,1
43,2,1,2,7,3,0,0,0,0,0,1,1,2
44,1,2,2,11,3,0,0,1,0,0,9,3,6
45,1,1,1,5,2,0,0,0,0,0,1,1,3
46,1,1,2,7,3,0,0,0,0,0,9,1,2
47,1,1,2,8,3,0,0,0,0,0,9,9,11
48,1,3,2,1,3,5,3,0,0,0,0,1,1
49,1,3,1,7,3,9,9,0,0,0,0,1,1
50,2,1,1,6,3,0,0,0,0,0,1,1,1
51,2,1,1,5,3,0,0,0,0,0,9,1,1
52,1,1,1,4,2,0,0,0,0,0,2,1,6
53,2,1,1,6,3,0,0,0,0,0,9,9,11
54,2,1,2,8,2,0,0,0,0,0,9,1,1
55,1,2,2,5,3,0,0,1,0,0,9,1,6
56,2,1,1,10,3,0,0,0,0,0,9,1,1
57,2,2,2,10,3,0,0,1,0,0,9,1,1
58,1,1,1,3,3,0,0,0,0,0,1,1,1
59,1,1,1,5,3,0,0,0,0,0,9,1,9
60,1,1,2,8,3,0,0,0,0,0,1,1,4
61,1,1,2,9,3,0,0,0,0,0,9,1,3
62,1,3,2,4,2,6,9,0,0,0,0,1,4
63,1,2,1,11,2,0,0,2,0,0,9,2,10
64,1,2,2,11,2,0,0,2,0,0,9,2,10
65,2,1,2,9,3,0,0,0,0,0,9,1,9
66,1,1,9,7,3,0,0,0,0,0,3,9,11
67,1,1,2,6,3,0,0,0,0,0,9,2,3
68,1,1,1,4,3,0,0,0,0,0,17,9,11
69,3,1,2,8,3,0,0,0,0,0,9,1,1
70,3,2,2,6,3,0,0,1,0,0,9,1,1
71,4,1,2,8,3,0,0,0,0,0,9,1,4
72,1,3,1,4,2,5,1,0,0,0,0,2,10
73,2,1,1,6,3,0,0,0,0,0,1,1,1
74,1,1,2,7,3,0,0,0,0,0,9,3,5
75,1,1,2,7,3,0,0,0,0,0,1,1,5
76,2,1,1,4,3,0,0,0,0,0,1,1,2
77,2,2,2,4,3,0,0,0,0,0,1,1,1
78,1,3,1,5,2,8,7,0,0,0,0,9,11
79,1,1,1,10,3,0,0,0,0,0,9,1,10
80,2,1,2,8,3,0,0,0,0,0,9,1,9
81,2,2,2,8,3,0,0,1,0,0,9,3,6
82,1,1,1,7,3,0,0,0,0,0,5,1,1
83,1,1,2,7,3,0,0,0,0,0,9,1,3
84,1,3,1,10,3,6,9,0,0,0,0,1,5
85,1,2,2,6,3,0,0,1,0,0,9,2,5
86,1,1,1,9,3,0,0,0,0,0,1,1,10
87,2,1,2,6,3,0,0,0,0,0,9,1,9
88,1,1,1,10,2,0,0,0,0,0,9,1,6
89,1,2,2,9,2,0,0,2,0,0,9,9,11
90,1,2,1,11,2,0,0,2,0,0,9,1,9
91,1,1,2,10,3,0,0,0,0,0,9,2,9
92,1,2,1,11,2,0,0,1,0,0,9,2,9
93,1,1,1,8,3,0,0,0,0,0,9,1,7
94,2,1,1,5,3,0,0,0,0,0,9,2,7
95,2,2,1,11,3,0,0,1,0,0,9,3,8
96,2,1,1,9,2,0,0,0,0,0,1,3,8
97,1,1,1,10,3,0,0,0,0,0,9,1,9
98,1,1,1,5,3,0,0,0,0,0,2,1,9
99,2,1,1,7,2,0,0,0,0,0,4,1,6
100,2,1,9,7,3,0,0,0,0,0,4,3,6
101,1,1,1,10,3,0,0,0,0,0,9,1,6
102,1,3,1,11,3,5,3,0,0,0,0,1,4
103,1,1,1,6,3,0,0,0,0,0,9,1,6
104,1,1,2,8,3,0,0,0,0,0,1,1,10
105,2,2,2,10,3,0,0,1,0,0,9,1,3
106,1,3,1,4,3,9,5,0,0,0,0,1,2
107,2,1,1,6,2,0,0,0,0,0,1,1,6
108,1,3,1,10,3,9,7,0,0,0,0,1,8
109,1,1,1,10,2,0,0,0,0,0,5,1,8
110,1,1,1,6,3,0,0,0,0,0,9,3,6
111,1,1,1,5,3,0,0,0,0,0,9,2,9
112,1,1,2,7,2,0,0,0,0,0,1,1,5
113,2,1,2,6,3,0,0,0,0,0,9,9,11
114,1,2,2,5,3,0,0,1,0,0,9,1,6
115,1,1,1,7,3,0,0,0,0,0,9,3,6
116,1,2,1,6,2,0,0,2,0,0,9,1,7
117,1,2,2,7,2,0,0,2,0,0,9,2,5
118,1,2,2,4,3,0,0,1,0,0,9,3,6
119,2,1,1,6,3,0,0,0,0,0,9,2,6
120,2,2,2,6,3,0,0,1,0,0,9,2,6
121,1,1,1,4,2,0,0,0,0,0,4,2,8
122,1,1,1,4,3,0,0,0,0,0,2,1,10
123,1,1,2,11,3,0,0,0,0,0,9,1,9
124,1,2,1,8,2,0,0,1,0,0,9,1,1
125,1,1,1,9,3,0,0,0,0,0,9,9,11
126,1,1,2,6,2,0,0,0,0,0,9,2,9
127,1,3,1,5,2,5,9,0,0,0,0,9,11
128,2,2,2,3,3,0,0,2,0,0,9,1,7
129,1,3,1,6,2,6,9,0,0,0,0,1,1
130,2,1,1,7,2,0,0,0,0,0,1,9,11
131,2,1,1,10,3,0,0,0,0,0,9,2,9
132,2,2,2,9,2,0,0,1,0,0,9,2,9
133,1,2,1,7,3,0,0,2,0,0,9,9,11
134,1,1,2,8,3,0,0,0,0,0,9,1,2
135,1,2,2,7,3,0,0,1,0,0,9,9,11
136,1,3,1,3,2,9,7,0,0,2,0,1,3
137,2,2,2,10,2,0,0,1,0,0,9,1,4
138,2,1,1,6,3,0,0,0,0,0,9,1,10
139,2,1,1,6,3,0,0,0,0,0,1,9,11
140,1,2,2,5,2,0,0,1,0,0,9,1,2
141,1,1,1,4,2,0,0,0,0,0,9,2,7
142,2,1,1,9,3,0,0,0,0,0,9,1,4
143,2,2,2,9,2,0,0,1,0,0,9,1,4
144,1,1,2,11,3,0,0,0,0,0,9,1,4
145,1,2,1,7,3,0,0,0,2,0,11,2,3
146,1,1,2,6,3,0,0,0,0,0,9,1,3
147,1,1,1,5,3,0,0,0,0,0,9,9,11
148,1,2,2,5,3,0,0,1,0,0,9,9,11
149,1,3,2,3,3,5,9,0,0,0,0,9,11
150,2,1,2,9,3,0,0,0,0,0,1,9,11
151,1,1,2,7,3,0,0,0,0,0,9,2,2
152,2,1,1,8,3,0,0,0,0,0,9,1,4
153,1,3,1,6,3,9,5,0,0,0,0,1,2
154,1,1,2,5,3,0,0,0,0,0,9,1,2
155,2,1,1,5,2,0,0,0,0,0,9,1,3
156,1,3,2,6,3,5,9,0,0,0,0,1,1
157,2,1,1,6,3,0,0,0,0,0,98,1,3
158,1,1,1,7,2,0,0,0,0,0,1,9,11
159,1,2,2,6,3,0,0,1,0,0,9,9,11
160,1,3,1,7,3,10,9,0,0,0,0,9,11
161,1,1,1,10,2,0,0,0,0,0,9,9,11
162,2,1,2,6,3,0,0,0,0,0,9,1,6
163,2,2,2,4,3,0,0,1,0,0,9,1,6
164,2,1,1,9,2,0,0,0,0,0,1,9,11
165,1,1,2,9,3,0,0,0,0,0,9,1,3
166,2,1,1,7,2,0,0,0,0,0,9,1,3
167,1,1,1,8,3,0,0,0,0,0,97,1,4
168,1,1,1,6,3,0,0,0,0,0,9,1,9
169,1,3,2,8,3,9,5,0,0,0,0,1,3
170,1,1,2,10,3,0,0,0,0,0,9,3,3
171,1,1,1,9,3,0,0,0,0,0,98,1,2
172,2,1,1,7,3,0,0,0,0,0,1,1,1
173,1,1,2,7,3,0,0,0,0,0,9,1,3
174,2,1,2,10,3,0,0,0,0,0,9,1,4
175,1,1,2,10,3,0,0,0,0,0,9,2,9
176,1,1,2,7,3,0,0,0,0,0,9,1,3
177,1,1,2,7,3,0,0,0,0,0,9,1,1
178,1,1,1,7,3,0,0,0,0,0,9,1,2
179,1,2,1,7,3,0,0,1,0,0,9,1,1
180,1,3,2,2,3,1,1,0,0,0,0,9,11
181,1,3,1,6,3,1,1,0,0,0,0,9,11
182,1,3,1,3,3,1,1,0,0,0,0,1,1
183,1,1,2,4,3,0,0,0,0,0,9,3,10
184,1,1,1,8,2,0,0,0,0,0,9,2,4
185,1,3,1,2,3,5,1,0,0,0,0,1,3
186,2,1,1,8,3,0,0,0,0,0,9,1,2
187,2,1,1,5,3,0,0,0,0,0,9,1,10
188,1,1,2,5,3,0,0,0,0,0,9,1,1
189,1,1,1,4,3,0,0,0,0,0,3,3,7
190,2,1,2,6,3,0,0,0,0,0,9,3,7
191,3,1,2,8,3,0,0,0,0,0,9,1,10
192,2,1,2,7,2,0,0,0,0,0,1,2,10
193,1,3,2,9,3,5,1,0,0,0,0,1,10
194,1,1,2,9,3,0,0,0,0,0,9,3,3
195,1,1,1,10,3,0,0,0,0,0,9,2,9
196,1,2,2,10,3,0,0,1,0,0,9,2,9
197,1,1,1,6,3,0,0,0,0,0,90,1,1
198,1,3,2,2,2,4,1,0,0,0,0,1,1
199,1,3,2,2,3,4,1,0,0,0,0,1,1
200,2,1,2,6,3,0,0,0,0,0,9,9,11
201,2,1,2,8,2,0,0,0,0,0,1,1,2
202,3,1,1,8,3,0,0,0,0,0,1,1,2
203,2,1,1,6,3,0,0,0,0,0,9,1,1
204,3,1,1,5,3,0,0,0,0,0,9,1,7
205,2,2,2,3,3,0,0,0,0,0,90,1,1
206,2,1,1,5,2,0,0,0,0,0,3,1,1
207,1,3,2,3,3,5,1,0,0,0,0,2,7
208,2,1,1,6,2,0,0,0,0,0,1,1,1
209,1,2,1,7,3,0,0,1,0,0,8,1,3
210,2,1,1,8,2,0,0,0,0,0,1,1,5
211,1,1,1,6,3,0,0,0,0,0,3,1,3
212,2,1,1,8,3,0,0,0,0,0,1,1,7
213,2,1,1,6,3,0,0,0,0,0,1,9,11
214,2,1,1,8,3,0,0,0,0,0,1,1,6
215,1,1,2,7,3,0,0,0,0,0,9,1,2
216,1,3,2,4,2,1,1,0,0,0,0,1,3
217,1,1,1,6,2,0,0,0,0,0,9,9,11
218,2,1,2,7,3,0,0,0,0,0,1,9,11
219,2,1,1,10,2,0,0,0,0,0,9,1,6
220,2,1,1,9,2,0,0,0,0,0,1,9,11
221,1,3,1,6,3,10,9,0,0,0,0,1,7
222,1,1,1,4,3,0,0,0,0,0,97,1,1
223,1,3,2,3,3,10,9,0,0,0,0,1,1
224,1,1,1,8,3,0,0,0,0,0,97,1,1
225,1,1,2,4,2,0,0,0,0,0,9,1,6
226,2,1,2,9,3,0,0,0,0,0,9,1,8
227,2,1,1,3,3,0,0,0,0,0,1,1,2
228,1,3,1,2,3,5,2,0,0,0,0,9,11
229,1,1,1,7,2,0,0,0,0,0,1,1,7
230,1,1,1,5,3,0,0,0,0,0,1,1,9
231,1,1,1,10,3,0,0,0,0,0,9,1,10
232,1,2,2,10,3,0,0,1,0,0,9,9,11
233,2,1,1,9,3,0,0,0,0,0,9,1,6
234,1,1,1,9,3,0,0,0,0,0,98,1,4
235,2,1,1,9,3,0,0,0,0,0,9,1,1
236,1,1,2,6,3,0,0,0,0,0,9,1,2
237,2,1,1,8,3,0,0,0,0,0,1,1,9
238,1,1,1,4,3,0,0,0,0,0,9,3,6
239,1,2,1,2,3,0,0,2,0,0,9,3,6
240,2,1,2,4,3,0,0,0,0,0,9,1,5
241,2,1,1,6,2,0,0,0,0,0,1,2,4
242,2,1,1,7,3,0,0,0,0,0,9,9,11
243,2,2,1,7,3,0,0,1,0,0,9,9,11
244,1,1,2,4,3,0,0,0,0,0,9,1,1
245,1,2,2,4,3,0,0,1,0,0,9,1,3
246,2,1,1,7,3,0,0,0,0,0,9,1,1
247,1,3,1,7,3,4,1,0,0,2,0,9,11
248,1,1,1,8,2,0,0,0,0,0,9,1,2
249,1,3,1,2,2,1,3,0,0,0,0,1,2
250,2,1,2,7,3,0,0,0,0,0,9,1,1
251,2,2,2,4,3,0,0,1,0,0,9,1,1
252,1,1,1,6,3,0,0,0,0,0,9,1,6
253,1,2,2,8,3,0,0,9,0,0,9,1,4
254,2,1,2,4,3,0,0,0,0,0,9,1,1
255,2,2,1,4,3,0,0,1,0,0,9,1,1
256,2,2,2,4,3,0,0,9,0,0,9,1,1
257,2,1,2,9,2,0,0,0,0,0,1,1,1
258,1,1,1,5,3,0,0,0,0,0,9,1,1
259,1,2,2,1,3,0,0,2,0,0,9,1,9
260,1,1,1,10,3,0,0,0,0,0,9,1,1
261,1,1,1,5,2,0,0,0,0,0,5,3,4
262,2,1,1,5,3,0,0,0,0,0,9,1,7
263,1,3,2,11,2,5,3,0,0,2,0,1,4
264,1,2,1,3,3,0,0,1,0,0,9,1,10
265,1,1,2,7,3,0,0,0,0,0,9,1,10
266,1,2,2,3,3,0,0,2,0,0,9,1,10
267,2,2,1,5,3,0,0,1,0,0,9,1,1
268,2,2,1,5,3,0,0,2,0,0,9,1,1
269,1,3,1,10,3,8,3,0,0,2,0,1,1
270,1,3,2,4,3,8,1,0,0,1,0,1,3
271,1,2,1,1,3,0,0,2,0,0,9,1,1
272,2,1,2,7,3,0,0,0,0,0,9,1,1
273,1,3,1,8,3,5,9,0,0,2,0,1,9
274,1,1,2,11,3,0,0,0,0,0,9,1,8
275,1,1,1,4,2,0,0,0,0,0,90,1,2
276,1,2,2,3,2,0,0,0,0,0,90,1,1
277,2,1,2,6,3,0,0,0,0,0,9,1,1
278,1,3,2,3,3,5,1,0,0,2,0,1,2
279,1,1,1,6,2,0,0,0,0,0,1,2,2
280,2,1,1,7,2,0,0,0,0,0,3,1,5
281,1,1,2,8,3,0,0,0,0,0,9,1,3
282,2,1,2,9,3,0,0,0,0,0,9,1,4
283,1,1,2,6,2,0,0,0,0,0,9,1,1
284,1,2,2,2,2,0,0,2,0,0,9,1,1
285,2,1,1,9,3,0,0,0,0,0,11,1,5
286,1,3,1,4,3,5,9,0,0,2,0,1,4
287,1,3,2,8,3,10,9,0,0,2,0,3,6
288,2,1,2,5,3,0,0,0,0,0,9,1,9
289,2,1,1,4,3,0,0,0,0,0,1,1,2
290,1,3,1,3,3,10,1,0,0,1,0,1,4
291,1,3,2,6,3,9,5,0,0,2,0,1,1
292,1,2,2,10,3,0,0,1,0,0,9,1,5
293,2,1,1,9,3,0,0,0,0,0,9,1,6
294,2,2,2,6,3,0,0,2,0,0,9,1,2
295,2,2,1,1,3,0,0,2,0,0,9,1,2
296,1,3,1,9,3,1,9,0,0,2,0,1,5
297,2,2,1,4,3,0,0,0,0,0,19,1,2
298,1,1,1,8,3,0,0,0,0,0,9,1,4
299,1,3,1,4,3,4,3,0,0,2,0,1,4
300,1,1,1,4,2,0,0,0,0,0,9,2,7
301,2,1,1,9,2,0,0,0,0,0,5,1,9
302,1,1,2,7,3,0,0,0,0,0,9,1,2
303,1,1,1,6,3,0,0,0,0,0,9,1,10
304,2,1,1,8,3,0,0,0,0,0,3,1,8
305,2,1,2,5,3,0,0,0,0,0,9,2,10
306,2,2,1,5,3,0,0,1,0,0,9,9,11
307,1,1,2,6,3,0,0,0,0,0,9,1,3
308,1,1,1,2,3,0,0,0,0,0,1,1,4
309,1,3,1,3,3,5,1,0,0,0,0,1,1
310,1,1,2,6,3,0,0,0,0,0,9,1,2
311,1,2,1,11,3,0,0,1,0,0,9,1,6
312,2,1,2,6,3,0,0,0,0,0,9,1,6
313,2,2,2,10,3,0,0,1,0,0,9,1,1
314,2,1,1,7,2,0,0,0,0,0,1,1,2
315,1,3,2,1,2,7,1,0,0,0,0,1,1
316,2,1,1,2,2,0,0,0,0,0,90,9,11
317,2,1,1,5,3,0,0,0,0,0,9,1,7
318,2,1,1,8,3,0,0,0,0,0,98,9,11
319,3,1,2,6,3,0,0,0,0,0,9,2,7
320,1,1,1,9,2,0,0,0,0,0,5,1,3
321,2,1,1,3,3,0,0,0,0,0,1,1,1
322,1,1,1,5,2,0,0,0,0,0,9,3,3
323,1,2,2,4,3,0,0,1,0,0,9,3,3
324,2,1,1,4,3,0,0,0,0,0,9,1,2
325,2,2,2,7,3,0,0,1,0,0,9,2,5
326,1,1,2,7,3,0,0,0,0,0,9,2,7
327,2,1,1,8,3,0,0,0,0,0,19,2,10
328,1,1,1,5,3,0,0,0,0,0,9,1,3
329,1,2,2,5,3,0,0,1,0,0,9,9,11
330,1,1,2,9,3,0,0,0,0,0,9,1,1
331,3,1,1,6,2,0,0,0,0,0,9,1,1
332,2,1,1,5,3,0,0,0,0,0,1,1,6
333,2,1,1,5,3,0,0,0,0,0,1,1,1
334,1,1,1,5,3,0,0,0,0,0,9,3,9
335,1,1,2,11,3,0,0,0,0,0,9,1,5
336,2,1,1,10,3,0,0,0,0,0,9,3,5
337,3,2,2,3,3,0,0,2,0,0,9,9,11
338,3,2,2,7,3,0,0,2,0,0,9,9,11
339,1,1,2,6,3,0,0,0,0,0,9,1,1
340,2,1,1,3,3,0,0,0,0,0,1,1,1
341,1,3,1,4,2,8,9,0,0,2,0,2,10
342,1,3,2,2,2,5,2,0,0,0,0,1,4
343,2,1,1,5,3,0,0,0,0,0,3,1,1
344,2,1,2,7,3,0,0,0,0,0,9,1,3
345,2,1,1,6,3,0,0,0,0,0,1,1,10
346,2,1,2,9,3,0,0,0,0,0,9,3,6
347,1,1,1,6,3,0,0,0,0,0,19,1,1
348,2,1,1,6,3,0,0,0,0,0,19,1,1
349,2,1,2,7,3,0,0,0,0,0,9,1,5
350,1,1,1,9,3,0,0,0,0,0,9,1,2
351,1,2,2,2,3,0,0,2,0,0,9,1,2
352,1,1,1,4,3,0,0,0,0,0,9,9,11
353,2,1,1,8,3,0,0,0,0,0,9,9,11
354,1,1,1,8,3,0,0,0,0,0,9,1,5
355,1,3,2,2,3,5,3,0,0,0,0,1,1
356,1,3,2,2,3,5,3,0,0,0,0,1,1
357,1,3,1,7,3,5,3,0,0,0,0,1,1
358,2,1,1,6,3,0,0,0,0,0,1,1,2
359,2,1,2,7,3,0,0,0,0,0,9,1,2
360,2,2,2,7,3,0,0,1,0,0,9,1,2
361,1,2,2,8,3,0,0,1,0,0,9,1,7
362,2,2,1,5,3,0,0,2,0,0,9,1,2
363,1,3,1,7,3,6,7,0,0,0,0,9,11
364,2,1,1,7,3,0,0,0,0,0,9,1,4
365,2,2,1,3,3,0,0,1,0,0,9,1,4
366,2,1,1,5,3,0,0,0,0,0,1,1,3
367,1,3,2,4,3,6,9,0,0,0,0,9,11
368,1,3,2,7,2,5,1,0,0,2,0,9,11
369,1,3,1,6,2,6,9,0,0,0,0,1,2
370,1,1,1,5,2,0,0,0,0,0,9,1,1
371,1,2,1,5,3,0,0,2,0,0,9,1,1
372,1,3,2,7,3,5,2,0,0,2,0,9,11
373,1,1,1,8,3,0,0,0,0,0,9,1,5
374,2,1,2,5,2,0,0,0,0,0,9,1,1
375,1,3,1,2,3,5,2,0,0,0,0,1,2
376,1,1,1,4,2,0,0,0,0,0,3,1,3
377,1,1,1,4,3,0,0,0,0,0,9,1,1
378,1,1,2,7,3,0,0,0,0,0,9,1,8
379,1,2,1,2,3,0,0,2,0,0,9,1,8
380,1,3,2,2,3,10,9,0,0,0,0,1,1
381,1,3,2,9,3,3,1,0,0,2,0,1,2
382,2,1,2,6,3,0,0,0,0,0,9,1,1
383,2,2,1,2,3,0,0,2,0,0,9,1,1
384,2,2,1,2,3,0,0,2,0,0,9,1,1
385,2,2,2,1,3,0,0,2,0,0,9,1,1
386,2,2,2,10,3,0,0,2,0,0,9,1,3
387,1,1,1,9,3,0,0,0,0,0,1,1,3
388,2,1,1,6,3,0,0,0,0,0,9,1,1
389,3,1,1,6,3,0,0,0,0,0,9,1,4
390,2,1,2,8,3,0,0,0,0,0,1,1,10
391,2,1,1,10,3,0,0,0,0,0,1,1,5
392,2,1,2,9,3,0,0,0,0,0,1,9,11
393,1,3,1,5,2,3,1,0,0,2,0,1,3
394,1,1,1,8,3,0,0,0,0,0,21,1,6
395,2,1,1,7,2,0,0,0,0,0,3,1,1
396,2,1,2,8,3,0,0,0,0,0,1,1,7
397,1,3,1,9,3,8,9,0,0,0,0,1,1
398,2,1,1,6,3,0,0,0,0,0,1,1,2
399,1,1,1,5,3,0,0,0,0,0,1,1,7
400,2,1,1,5,3,0,0,0,0,0,9,1,1
401,2,2,2,5,3,0,0,1,0,0,9,1,1
402,2,2,2,1,3,0,0,2,0,0,9,1,1
403,2,2,2,7,3,0,0,1,0,0,9,1,2
404,2,1,2,9,3,0,0,0,0,0,1,9,11
405,2,1,1,6,3,0,0,0,0,0,9,1,1
406,2,1,1,6,3,0,0,0,0,0,1,1,1
407,2,1,1,7,3,0,0,0,0,0,3,1,1
408,2,1,1,6,3,0,0,0,0,0,19,1,1
409,1,2,2,7,3,0,0,1,0,0,9,1,1
410,1,2,1,3,3,0,0,2,0,0,9,1,1
411,1,2,1,3,3,0,0,2,0,0,9,1,1
412,1,2,1,2,3,0,0,2,0,0,9,1,1
413,2,1,1,7,3,0,0,0,0,0,1,1,4
414,2,1,2,8,3,0,0,0,0,0,9,1,1
415,2,1,2,5,3,0,0,0,0,0,9,1,8
416,2,1,1,8,3,0,0,0,0,0,9,1,1
417,1,1,2,5,3,0,0,0,0,0,9,1,1
418,2,1,1,7,3,0,0,0,0,0,1,1,4
419,1,1,1,7,3,0,0,0,0,0,9,1,2
420,1,3,1,5,3,6,9,0,0,2,0,1,2
421,2,1,2,10,3,0,0,0,0,0,9,1,3
422,1,1,1,2,3,0,0,0,0,0,1,1,1
423,2,2,2,3,3,0,0,0,4,0,11,1,1
424,2,1,1,6,2,0,0,0,0,0,1,1,4
425,1,3,2,6,3,10,9,0,0,0,0,1,1
426,1,3,2,6,2,1,3,0,0,0,0,1,7
427,2,1,1,3,3,0,0,0,0,0,1,1,9
428,1,3,1,6,3,8,1,0,0,0,0,1,1
429,2,1,1,7,3,0,0,0,0,0,4,1,2
430,2,1,1,8,3,0,0,0,0,0,9,1,1
431,1,3,1,5,3,5,1,0,0,0,0,1,5
432,1,1,2,7,3,0,0,0,0,0,9,1,2
433,1,2,1,2,3,0,0,1,0,0,9,1,2
434,1,2,2,1,3,0,0,2,0,0,9,1,2
435,2,1,1,9,2,0,0,0,0,0,5,1,7
436,2,1,2,7,3,0,0,0,0,0,9,1,8
437,1,3,2,10,2,9,5,0,0,0,0,1,3
438,1,1,1,4,2,0,0,0,0,0,3,1,1
439,1,3,1,7,3,10,5,0,0,2,0,1,3
440,1,1,2,11,2,0,0,0,0,0,9,2,9
441,1,3,2,7,3,5,1,0,0,2,0,1,3
442,1,2,2,6,3,0,0,1,0,0,9,1,3
443,1,2,2,4,3,0,0,1,0,0,9,1,7
444,1,2,2,2,3,0,0,2,0,0,9,1,3
445,2,2,2,4,3,0,0,2,0,0,9,1,5
446,2,2,2,4,3,0,0,1,0,0,9,1,3
447,1,1,1,7,3,0,0,0,0,0,9,1,1
448,3,2,2,6,3,0,0,2,0,0,9,1,4
449,3,2,2,1,3,0,0,2,0,0,9,1,4
450,1,1,1,11,3,0,0,0,0,0,9,3,9
451,2,1,2,6,2,0,0,0,0,0,9,1,2
452,2,1,1,7,3,0,0,0,0,0,9,1,2
453,2,1,2,8,3,0,0,0,0,0,9,1,3
454,1,3,1,6,3,6,9,0,0,2,0,1,1
455,1,2,2,4,3,0,0,2,0,0,9,1,1
456,2,2,2,2,3,0,0,1,0,0,9,1,4
457,1,3,1,2,3,5,1,0,0,1,0,1,5
458,1,3,1,5,3,5,1,0,0,2,0,1,3
459,1,1,2,9,2,0,0,0,0,0,9,1,2
460,1,2,2,10,3,0,0,1,0,0,9,1,1
461,1,3,1,3,3,5,1,0,0,2,0,1,3
462,2,3,2,6,3,9,5,0,0,2,0,1,5
463,1,3,2,7,3,5,1,0,0,2,0,1,2
464,2,1,1,8,3,0,0,0,0,0,9,1,10
465,2,2,2,8,3,0,0,1,0,0,9,1,10
466,2,2,1,4,3,0,0,1,0,0,9,1,3
467,2,2,2,4,3,0,0,1,0,0,9,1,7
468,1,3,1,6,3,6,9,0,0,2,0,1,3
469,2,1,2,6,3,0,0,0,0,0,9,1,1
470,1,1,1,5,3,0,0,0,0,0,9,1,6
471,2,1,1,6,3,0,0,0,0,0,9,1,9
472,2,1,2,5,3,0,0,0,0,0,9,1,10
473,1,1,1,6,3,0,0,0,0,0,9,1,2
474,2,1,1,5,3,0,0,0,0,0,23,1,1
475,2,1,1,6,2,0,0,0,0,0,1,1,2
476,1,1,1,5,3,0,0,0,0,0,1,1,1
477,2,1,2,8,3,0,0,0,0,0,9,1,1
478,1,1,1,7,1,0,0,0,0,0,4,1,2
479,1,3,1,2,3,8,3,0,0,2,0,1,3
480,1,3,2,8,3,5,9,0,0,2,0,1,4
481,1,3,2,9,3,6,9,0,0,2,0,1,1
482,1,3,2,3,2,8,3,0,0,2,0,1,1
483,2,1,1,4,3,0,0,0,0,0,9,1,2
484,3,1,2,6,3,0,0,0,0,0,9,1,1
485,3,2,1,4,3,0,0,1,0,0,9,9,11
486,2,1,2,7,3,0,0,0,0,0,9,1,5
487,1,3,1,10,1,6,9,0,0,2,0,1,3
488,2,1,1,7,3,0,0,0,0,0,4,1,5
489,1,1,2,10,3,0,0,0,0,0,9,3,7
490,1,2,2,11,2,0,0,1,0,0,9,9,11
491,2,2,2,4,3,0,0,1,0,0,9,1,6
492,1,3,1,2,2,5,1,0,0,0,0,1,7
493,2,1,2,6,3,0,0,0,0,0,1,1,4
494,1,3,2,6,3,6,5,0,0,0,0,9,11
495,1,1,1,2,3,0,0,0,0,0,1,1,3
